the_geom,name,OBJECTID,FOLIO,ID,ZIPCODE,PHONE,CONTACT,TOTACRE,POINT_X,POINT_Y,CLASS,TYPE,MNGTAGCY,MUNICIPAL_,PROPNUM,PARKURL,AMPHITHEAT,AUDITORIUM,ARCHERY,BASEBALL,BASKETBALL,BEACH,BMXTRACK,BOATRAMP,CAMPGROUND,RVCAMPGROU,DOGPARK,EQUESTRIAN,FOOTBALL,FRISBEEGOL,GOLF,GOLFDRIVIN,GUNRANGE,GYMNASIUM,MARINA,MOUNTAINBI,NATURECENT,NATURETRAI,RAQUETBALL,REC_CENTER,ROLLERHOCK,SHELTER,SKATING,SOCCER,STADIUM,SWIMMING,TENNIS,TOTLOT,TRACK400,TRAIL,VOLLEYBALL,WETPLAYGRO,WIFI,ZOO,GlobalID,created_user,created_date,last_edited_user,last_edited_date,FACILITYPLAN,ART,BIKETRAIL,CANOE_LAUNCH,FITNESSZONE,PLAYGROUND,RESTROOM,Location 1,ADDRESS,CITY,lat,lon,park_size
POINT (-80.3903227326004 25.56342462922715),Sharman Park,267,3069120080770,275,33170,305-255-2399,NA,6.7,857153.999605,447478.99977,Neighborhood Park,Local,MiamiDadePark,County,691302,http://www.miamidade.gov/parks/sharman.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{46FA4FB6-5867-4814-A0F6-3A7BF0614030},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Sharman Park.pdf,No,No,No,No,No,No,"(25.56342, -80.39032)",21851 SW 123RD AVE,MIAMI,25.56342,-80.39032,Large Park
POINT (-80.19787268681473 25.95449473179501),Sierra Park,268,3021010330290,276,33179,305-622-2594,NA,1.95,919731.999777,589955.999591,Neighborhood Park,Local,MiamiDadePark,County,210102,http://www.miamidade.gov/parks/sierra.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{F65539FC-550F-43AD-BB39-2765776D77D6},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Sierra Park.pdf,No,No,No,No,No,No,"(25.95449, -80.19787)",19601 NE 1ST PL,MIAMI,25.95449,-80.19787,Medium Park
POINT (-80.19160268508345 25.951764731388195),Snake Creek Trail,269,3022060000020,277,33179,305-770-3125,NA,0,921800.999576,588979.000233,Greenway Park,Area-Wide,MiamiDadePark,County,220603,http://www.miamidade.gov/parks/parks/snake-creek.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{2A6540C6-5586-496B-8945-DB96BF7E35F5},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Snake Creek Trail.pdf,No,No,No,No,No,No,"(25.95176, -80.1916)",SIERRA PARK (NE 2ND AVE) TO I-95,MIAMI,25.95176,-80.1916,Small Park
POINT (-80.2837327049651 25.672354659168917),Snapper Creek Lake Parkway,270,3051070040291,278,33156,305-622-2594,NA,0.6,892077.999639,487245.99996,Mini Park,Local,MiamiDadePark,County,510701,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{4CDC14EC-711B-4216-BDC7-FE46FE0F63BC},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Snapper Creek Lake Parkway.pdf,No,No,No,No,No,No,"(25.67235, -80.28373)",SNAPPER CREEK RD & CORAL CREEK RD,CORAL GABLES,25.67235,-80.28373,Small Park
POINT (-80.35853272642284 25.693804662122144),Snapper Creek Park,271,3040320010480,279,33173,305-666-5883,NA,5.5,867402.99945,494915.999711,Neighborhood Park,Local,MiamiDadePark,County,403201,http://www.miamidade.gov/parks/snapper-creek.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{058E6DB0-66A5-490F-BA75-96A2CA984802},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Snapper Creek Park.pdf,No,No,No,No,No,No,"(25.6938, -80.35853)",10280 SW 80TH ST,MIAMI,25.6938,-80.35853,Large Park
POINT (-80.38293273472905 25.716774667514024),Snapper Creek Trail,272,3040300752630,280,33173,305-770-3125,NA,1.14,859329.00018,503227.00015,Greenway Park,Area-Wide,MiamiDadePark,County,400702,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,{771CA53F-A0F6-400D-BA84-6E39A82F4FF3},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Snapper Creek Trail.pdf,No,No,No,No,No,No,"(25.71677, -80.38293)",SW 117 AVE FROM SW 16 ST TO SW 1ST ST,MIAMI,25.71677,-80.38293,Medium Park
POINT (-80.20961268931283 25.881974713826605),Oak Park,277,3021360320910,285,33168,305-694-4889,NA,0.7,916034.99995,563576.00051,Mini Park,Local,MiamiDadePark,County,213601,http://www.miamidade.gov/parks/oak-park.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{ECACC667-9B48-4E06-92A7-CFE6A203F39D},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Oak Park.pdf,No,No,No,No,No,No,"(25.88197, -80.20961)",620 NW 117TH ST,MIAMI,25.88197,-80.20961,Small Park
POINT (-80.14813267219068 25.95121473268884),Ojus Park,278,3022030080080,286,33180,305-931-5726,NA,1.63,936086.99987,588869.000125,Community Park,Local,MiamiDadePark,County,220301,http://www.miamidade.gov/parks/ojus.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{73F1F54A-9D29-4BBA-90C8-CB21FC5C4642},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Ojus Park.pdf,No,No,No,No,No,No,"(25.95121, -80.14813)",18995 W DIXIE HWY,MIAMI,25.95121,-80.14813,Medium Park
POINT (-80.32782271530404 25.583054635272823),Old Cutler Bike Path,279,NA,287,33143,305-233-3150,NA,0,877721.000138,454712.00039,Greenway Park,Area-Wide,MiamiDadePark,County,412901,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{79C034B6-2D17-4B76-BEF9-2603F9A781E6},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Old Cutler Bike Path.pdf,No,No,No,No,No,No,"(25.58305, -80.32782)",COCO PLUM CIRCLE (SW 72 ST) TO  SW 216TH ST,MIAMI,25.58305,-80.32782,Small Park
POINT (-80.23154269350711 25.821984697917628),Olinda Park,280,3031220070110,288,33142,305-633-4066,NA,6.4,908952.999682,541727.999591,Community Park,Local,MiamiDadePark,County,312201,http://www.miamidade.gov/parks/olinda.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,{B97A11B8-AAB9-499C-83D1-88EB17EBC1A6},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Olinda Park.pdf,No,No,No,No,No,No,"(25.82198, -80.23154)",2101 NW 51ST ST,MIAMI,25.82198,-80.23154,Large Park
POINT (-80.44138275056756 25.68678465898275),Olympic Park,281,3049330060040,289,33193,305-385-4750,NA,7.02,840132.000185,492241.99981,Neighborhood Park,Local,MiamiDadePark,County,493300,http://www.miamidade.gov/parks/olympic.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,{9767851A-DE15-4B93-B932-B5E54FB9F6BC},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Olympic Park.pdf,No,No,No,No,No,No,"(25.68678, -80.44138)",8601 SW 152ND AVE,MIAMI,25.68678,-80.44138,Large Park
POINT (-80.29905271216103 25.821804695726723),Miami Springs Community Center/ Aquatic Cente,283,530240040630,291,33166,305-805-5076,305-805-5075,4,886744.12514,541536.56165,Community/Neighborhood,Local,MiamiSpringsPark,Municipal,302451,http://www.miamisprings-fl.gov/parksandrecreation,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,{F1C9CB60-D0D7-4FA3-982D-57E1C2803C7E},MiamiSpringsPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:44 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.8218, -80.29905)",1401 WESTWARD DR,Miami Springs,25.8218,-80.29905,Medium Park
POINT (-80.3668427276042 25.62300464368967),Colonial Drive Park,298,3050300071280,306,33157,305-233-3045,NA,9.9,864788.99975,469169.99969,Community Park,Local,MiamiDadePark,County,503002,http://www.miamidade.gov/parks/colonial-drive.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,{A048BDB9-D169-4129-A9E0-DB038012DA15},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Colonial Drive Park.pdf,No,No,No,No,No,No,"(25.623, -80.36684)",10750 SW 156TH TER,MIAMI,25.623,-80.36684,Large Park
POINT (-80.37877273366635 25.73839467323175),Concord Park,299,3040180000740,307,33165,786-315-5295,NA,10,860662.999805,511089.000502,Neighborhood Park,Local,MiamiDadePark,County,401800,http://www.miamidade.gov/parks/concord.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{6F77AC67-98DA-492A-A4D7-08B171FFA504},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Concord Park.pdf,No,No,No,No,No,No,"(25.73839, -80.37877)",3301 SW 114TH AVE,MIAMI,25.73839,-80.37877,Large Park
POINT (-80.32606271713477 25.676484658837445),Continental Park,300,3050030001240,308,33156,305-274-9666,NA,18.13,878129.00096,488673.999728,Community Park,Local,MiamiDadePark,County,500301,http://www.miamidade.gov/parks/continental.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,{BD7BC6B4-205A-42F4-9871-016A7590E7B6},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Continental Park.pdf,No,No,No,No,No,No,"(25.67648, -80.32606)",10000 SW 82ND AVE,MIAMI,25.67648,-80.32606,Very Large Park
POINT (-80.35073272577773 25.75631467911069),Coral Estates Park,301,3040080052380,309,33174,305-226-1622,NA,5.15,869862.000108,517647.99887,Community Park,Local,MiamiDadePark,County,400901,http://www.miamidade.gov/parks/coral-estates.asp,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,{96C9349B-7825-406D-B4F8-9E1509372B0E},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Coral Estates Park.pdf,No,No,No,No,No,No,"(25.75631, -80.35073)",1405 SW 97TH AVE,MIAMI,25.75631,-80.35073,Large Park
POINT (-80.31653272115258 25.94602472747922),Country Club of Miami,302,3020110010180,310,33015,305-829-8456,NA,264.48,880758.000297,586655.999958,Special Activity Park,Area-Wide,MiamiDadePark,County,200201,http://www.miamidade.gov/parks/country-club.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,{55EA4382-EAA8-465C-AE78-9D89BCFDAB6E},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Country Club of Miami.pdf,No,No,No,No,No,No,"(25.94602, -80.31653)",6801 NW 186TH ST,MIAMI,25.94602,-80.31653,Very Large Park
POINT (-80.32095272250628 25.942644726631087),North Pointe Community Ctr.,303,3020020190020,311,33015,305-622-2594,NA,5.26,879312.99991,585420.000133,Community Park,Local,MiamiDadePark,County,200200,http://www.miamidade.gov/parks/north-pointe.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{63928B56-92EC-42E2-804F-35CA18988C3A},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/North Pointe Community Ctr..pdf,No,No,No,No,No,No,"(25.94264, -80.32095)",7335 OLD ELM DR,MIAMI,25.94264,-80.32095,Large Park
POINT (-80.32097272169945 25.934634724559583),Country Club of Miami South Park,304,3020110010180,312,33015,305-622-2594,NA,125,879320.000221,582508.99972,Community Park,Local,MiamiDadePark,County,201105,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{A38296AF-3ADE-4D88-855C-8EB38C6BEF4F},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Country Club of Miami South Park.pdf,No,No,No,No,No,No,"(25.93463, -80.32097)",6881 NW 179TH ST,MIAMI,25.93463,-80.32097,Very Large Park
POINT (-80.32526272425513 25.95480472918752),Country Club of Miami Tot Lot,305,3020020220010,313,33015,305-823-2414,NA,0.32,877871.999836,589832.999837,Mini Park,Local,MiamiDadePark,County,200203,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,{61229706-8639-4BCE-92D3-D6DC183E3F14},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Country Club of Miami Tot Lot.pdf,No,No,No,No,No,No,"(25.9548, -80.32526)",7620 S OAKMONT CIR,MIAMI,25.9548,-80.32526,Small Park
POINT (-80.34057272871037 25.95053472814525),Country Lake Park,306,3020030270030,314,33015,305-823-2414,NA,20,872849.00004,588256.00004,Community Park,Local,MiamiDadePark,County,200301,http://www.miamidade.gov/parks/country-lake.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{3F1D9325-9C19-4DF8-9A47-B29387675BB3},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Country Lake Park.pdf,No,No,No,No,No,No,"(25.95053, -80.34057)",19525 NW 87TH AVE,MIAMI,25.95053,-80.34057,Very Large Park
POINT (-80.37012272643817 25.554964626592653),Debbie Curtin Park,307,3060180273030,315,33170,305-233-3150,NA,9.76,863825.999057,444434.999952,Neighborhood Park,Local,MiamiDadePark,County,601901,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{C7881352-A5A6-49CF-9DBB-7E9B5587EA7D},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Debbie Curtin Park.pdf,No,No,No,No,No,No,"(25.55496, -80.37012)",22820 SW 112TH AVE,MIAMI,25.55496,-80.37012,Large Park
POINT (-80.34654272098454 25.625034644919243),Palmetto Golf Course,308,3050280000290,316,33157,305-235-1069,NA,121,871474.99951,469941.00045,Special Activity Park,Area-Wide,MiamiDadePark,County,502802,http://www.miamidade.gov/parks/palmetto-golf-course.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{A94D62EE-F6A2-4160-9310-CC153DD3A7CB},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Palmetto Golf Course.pdf,No,No,No,No,No,No,"(25.62503, -80.34654)",9300 CORAL REEF DR,MIAMI,25.62503,-80.34654,Very Large Park
POINT (-80.4398427453198 25.485384608050882),Palmland Park,309,3079090000130,317,33033,305-233-3150,NA,5.05,840946.999867,419046.00053,Neighborhood Park,Local,MiamiDadePark,County,790901,http://www.miamidade.gov/parks/palmland.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{90EF8880-32B9-4642-8492-B2A680B31D32},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Palmland Park.pdf,No,No,No,No,No,No,"(25.48538, -80.43984)",15351 SW 304TH ST,MIAMI,25.48538,-80.43984,Large Park
POINT (-80.23165269311197 25.8247146986765),Partners Park,310,3031150480010,318,33142,305-633-4066,NA,0,908908.0001,542719.9999,Neighborhood Park,Local,MiamiDadePark,County,311522,http://www.miamidade.gov/parks/partners-for-youth.asp,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{D16F72AA-D87E-4937-B65C-9EA3E73C1551},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Partners Park.pdf,No,No,No,No,No,No,"(25.82471, -80.23165)",5536 NW 21ST AVE,MIAMI,25.82471,-80.23165,Small Park
POINT (-80.1666126740784 25.848994705749536),Pelican Harbor Marina,311,132080280010,319,33138,305-754-9330,NA,81.67,930248.000399,551676.000036,Special Activity Park,Area-Wide,MiamiDadePark,County,320801,http://www.miamidade.gov/parks/pelican-harbor.asp,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{4867F911-940B-47A5-85E2-920837B075EC},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Pelican Harbor Marina.pdf,No,No,No,No,No,No,"(25.84899, -80.16661)",1275 NE 79TH ST,MIAMI,25.84899,-80.16661,Very Large Park
POINT (-80.16341267381375 25.85359470717441),Pelican Island,312,NA,320,33141,305-754-9660,NA,0,931291.99995,553352.999635,Special Activity Park,Area-Wide,MiamiDadePark,County,320802,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,{ABE350CA-4C19-47BB-BF84-C21B2E697342},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Pelican Island.pdf,No,No,No,No,No,No,"(25.85359, -80.16341)",1150 FEET NORTH OF PELICAN  HARBOR,MIAMI,25.85359,-80.16341,Small Park
POINT (-80.40028273414279 25.517024616362786),Pine Island Lake Park,313,3069350000030,321,33032,305-233-3105,NA,17.98,853944.000448,430598.99908,Neighborhood Park,Local,MiamiDadePark,County,693502,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{F23EA2DD-1E2A-4849-AFD1-AC9678BC884B},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Pine Island Lake Park.pdf,No,No,No,No,No,No,"(25.51702, -80.40028)",12970 SW 268TH ST,MIAMI,25.51702,-80.40028,Very Large Park
POINT (-80.40343273687368 25.565094629066444),Pine Ridge B.M.X. Park,314,3069140000190,322,33170,305-255-2399,NA,5,852827.00071,448067.999903,Special Activity Park,Area-Wide,MiamiDadePark,County,691401,http://www.miamidade.gov/parks/pine-ridge.asp,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,{660542E5-076C-47C4-A86C-8CEFB90FF84F},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Pine Ridge B.M.X. Park.pdf,No,No,No,No,No,No,"(25.56509, -80.40343)",13000 SW 216TH ST,MIAMI,25.56509,-80.40343,Medium Park
POINT (-80.27524270565533 25.820174696492224),Ken Mattingly Park,322,431190010620,330,33010,NA,Kenneth Soler,2,894580.50743,540988.159863,Mini Park,Local,HialeahPark,Municipal,311953,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{BB2FF3CE-DD37-472B-BEDC-98762F14657D},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.82017, -80.27524)",CIRCLE DR / PEN NA NA DR,Hialeah,25.82017,-80.27524,Medium Park
POINT (-80.15300267380618 25.966114735415402),Highland Oaks Park,323,3012330000070,331,33180,305-932-2164,NA,39.92,934449.000199,594273.99981,Community Park,Local,MiamiDadePark,County,123302,http://www.miamidade.gov/parks/highland-oaks.asp,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,{56387A9F-87FA-4C92-AB74-8A9C24E31145},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Highland Oaks Park.pdf,No,No,No,No,No,No,"(25.96611, -80.153)",20300 NE 24TH AVE,MIAMI,25.96611,-80.153,Very Large Park
POINT (-80.39200273220034 25.512654616118123),Homestead Air Reserve Park,324,3069360000080,332,33039,305-230-3033,NA,212.73,856685.000215,429023.999934,District Park,Local,MiamiDadePark,County,693601,http://www.miamidade.gov/parks/homestead-air-reserve.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{15EE2A7E-C288-4108-8DBE-7C523EC453CA},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Homestead Air Reserve Park.pdf,No,No,No,No,No,No,"(25.51265, -80.392)",27401 SW 127TH AVE,MIAMI,25.51265,-80.392,Very Large Park
POINT (-80.34649114690745 25.462801844898358),Homestead Bayfront Park,325,3070210010010,333,33033,305-230-3033,NA,97,872449.99952,408470.00036,Metropolitan Park,Area-Wide,MiamiDadePark,County,701601,http://www.miamidade.gov/parks/homestead-bayfront.asp,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{04FDE90C-32CF-4B98-AB43-FEF50E0A943C},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Homestead Bayfront Park.pdf,No,No,No,No,No,No,"(25.45589, -80.3445)",9698 N CANAL DR,MIAMI,25.45589,-80.3445,Very Large Park
POINT (-80.31777271514659 25.733384673122185),Humble Mini Park,326,3040140084670,334,33155,305-666-5883,NA,0.5,880751.000311,509370.000003,Mini Park,Local,MiamiDadePark,County,401404,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{398E7F11-70BE-4A20-B115-17CD0A1E1E5B},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Humble Mini Park.pdf,No,No,No,No,No,No,"(25.73338, -80.31777)",7580 SW 39TH TER,MIAMI,25.73338,-80.31777,Small Park
POINT (-80.39415273844179 25.751744676700135),International Gardens Park,327,3049120020020,335,33175,305-207-1730,NA,5.38,855576.99948,515919.000684,Neighborhood Park,Local,MiamiDadePark,County,491200,http://www.miamidade.gov/parks/international-gardens.asp,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{F0C51FA9-FA08-4B63-BBBC-EFBF70D42693},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/International Gardens Park.pdf,No,No,No,No,No,No,"(25.75174, -80.39415)",12321 SW 18TH TER,MIAMI,25.75174,-80.39415,Large Park
